Acc. No.,Acc. Date,ISBN
1529,12-06-2001,9780143030157
1530,12-06-2001,9780140107814
1531,12-06-2001,9780140278385
1532,12-06-2001,9780141007496
1533,12-06-2001,9780140257618
1534,12-06-2001,014026731X
1535,12-06-2001,143027735
1536,12-07-2001,8125007954
1537,12-07-2001,8173711305
1538,14-12-2001,8173711860
1539,12-07-2001,8173712026
1540,12-07-2001,8173711917
1541,12-07-2001,8173711836
1542,12-07-2001,8173711879
1543,12-07-2001,8173711852
1544,12-07-2001,8173711887
1545,12-07-2001,9780816061785
1546,12-07-2001,8173711844
1547,12-07-2001,8173711895
1548,12-07-2001,8125004645
1549,12-07-2001,812500730X
1550,12-07-2001,8125007296
1551,12-07-2001,8125004655
1552,12-06-2001,8125004661
1553,12-07-2001,8125007369
1554,12-07-2001,8125007318
1555,12-07-2001,8125007326
1556,12-07-2001,812500467X
1557,12-07-2001,8125007385
1558,12-07-2001,8125007334
1559,12-07-2001,8125007423
1560,12-07-2001,8125007415
1561,12-07-2001,8173710708
1562,12-07-2001,8173710724
1563,12-07-2001,8173710732
1564,12-07-2001,8125007377
1565,12-07-2001,8125004688
1566,12-07-2001,8125007407
1567,12-07-2001,8125007261
1568,12-07-2001,8125007393
1569,12-07-2001,8125004696
1570,12-07-2001,812500470X
1571,12-07-2001,8125007350
1572,12-07-2001,8125007342
1573,12-07-2001,8125007288
1574,12-06-2001,812500727X
1575,12-06-2001,9781850151081
1576,12-07-2001,8173710775
1577,12-07-2001,8173710759
1578,12-07-2001,8173710716
1579,12-07-2001,8173710767
1580,12-07-2001,8173710740
1581,12-07-2001,8125000763
1582,12-07-2001,8125000771
1583,12-07-2001,8125000747
1584,12-07-2001,8125000755
1585,12-07-2001,812500078X
1586,12-07-2001,8125007474
1587,12-07-2001,8125000798
1588,12-07-2001,8125007490
1589,12-07-2001,8125007466
1590,12-07-2001,8125007482
1591,12-07-2001,812500744X
1592,12-07-2001,8125007458
1593,12-07-2001,9780863113833
1594,12-07-2001,9780863113765
1595,12-07-2001,8125009760
1596,12-07-2001,9788125008118
1597,12-07-2001,9780674361539
1598,12-07-2001,9780521627542
1599,12-07-2001,9780415145787
1600,12-07-2001,631221395
1601,12-07-2001,1557868743
1602,12-08-2001,9780415192118
1603,12-08-2001,8173712042
1604,12-08-2001,8178530112
1605,12-08-2001,9781572316959
1606,12-08-2001,8178530090
1608,12-08-2001,9780132398640
1613,12-08-2001,9780078824777
1614,12-08-2001,9780074638668
1616,12-08-2001,8120314697
1621,12-08-2001,9814058025
1622,12-08-2001,8178080230
1623,12-08-2001,9780070402065
1629,12-08-2001,9780192853578
1630,12-08-2001,9780192854544
1631,12-08-2001,9780192853806
1632,12-08-2001,9780192853813
1633,12-08-2001,019285383X
1634,12-08-2001,9780192854582
1635,12-08-2001,9780192854551
1636,12-08-2001,019285352X
1637,12-08-2001,192893211
1638,12-08-2001,019285397X
1639,12-08-2001,9780192854520
1640,12-08-2001,9780192853790
1641,12-08-2001,192854577
1642,12-08-2001,9780192853745
1643,12-08-2001,9780192853349
1644,12-08-2001,9780192854568
1645,12-08-2001,9780192854063
1646,12-08-2001,192861603
1647,12-08-2001,9780030974984
1648,12-08-2001,195113950
1649,12-08-2001,195633369
1650,12-08-2001,195657861
1651,12-08-2001,195623592
1652,12-08-2001,9780195631593
1653,12-08-2001,9780195623888
1654,12-08-2001,9780195630923
1655,12-08-2001,9780195642544
1656,12-08-2001,9780195640755
1657,12-08-2001,9780195101935
1658,12-11-2001,9780192800602
1659,12-11-2001,9780192800466
1660,12-11-2001,9780849398261
1661,12-11-2001,9780849325304
1662,12-11-2002,8178670402
1664,12-11-2001,8176350427
1666,12-10-2001,8187105003
1669,12-10-2001,8176353485
1672,12-10-2001,8187105836
1674,12-11-2001,1584350113
1675,12-11-2001,1859842747
1676,12-11-2001,1859847455
1677,12-11-2001,9780816610112
1678,12-11-2001,9780816612772
1679,12-11-2001,9780816630363
1680,12-11-2001,9780816625178
1681,12-11-2001,9780816630561
1682,12-11-2001,9780816622948
1683,12-11-2001,9780816612918
1684,12-11-2001,9780816622603
1685,12-11-2001,1859841082
1686,12-11-2001,1859841929
1687,12-11-2001,185984197X
1688,12-11-2001,801827264
1689,12-11-2001,080184388X
1690,12-11-2001,9780801843860
1691,12-11-2001,9780801839399
1692,13-12-2001,8125006249
1693,13-12-2001,8125019790
1694,13-12-2001,8125019804
1695,13-12-2001,8125003169
1696,13-12-2001,8125006354
1697,13-12-2001,9780001160224
1698,13-12-2001,861318935
1699,13-12-2001,863110894
1700,13-12-2001,9788125005148
1701,13-12-2001,863110622
1702,13-12-2001,8125008098
1703,13-12-2001,861312899
1704,13-12-2001,8178240114
1705,13-12-2001,9783718604418
1706,13-12-2001,8173713014
1707,13-12-2001,8173710430
1708,13-12-2001,863113737
1710,13-12-2001,863113338
1711,13-12-2001,8173710074
1712,13-12-2001,8173712271
1713,13-12-2001,863113133
1714,13-12-2001,817371035X
1715,13-12-2001,086311332X
1716,13-12-2001,9788173710346
1717,13-12-2001,8173710023
1718,13-12-2001,8173710031
1719,13-12-2001,817371004X
1720,13-12-2001,8173710082
1721,13-12-2001,8173710171
1722,13-12-2001,863113125
1723,13-12-2001,8178240157
1724,13-12-2001,8125017178
1725,13-12-2001,817371097X
1726,13-12-2001,8173711941
1727,13-12-2001,9780816027408
1728,13-12-2001,9780816027415
1729,13-12-2001,8173711925
1730,13-12-2001,8173711968
1731,13-12-2001,8173712905
1732,13-12-2001,8173712387
1733,13-12-2001,8173713456
1734,13-12-2001,8173710910
1735,13-12-2001,8125006311
1736,13-12-2001,9780226731360
1737,13-12-2001,812500422X
1738,13-12-2001,9780863112065
1739,13-12-2001,8125015655
1740,13-12-2001,8175300051
1741,13-12-2001,8173711461
1742,13-12-2001,8173712158
1743,13-12-2001,8173712131
1744,13-12-2001,9780816035656
1745,13-12-2001,8173711828
1746,13-12-2001,8173711801
1747,13-12-2001,8173711798
1748,13-12-2001,8173711607
1749,13-12-2001,8175300256
1753,13-12-2001,534948227
1754,13-12-2001,9780191958045
1756,14-12-2001,9780030051630
1757,14-12-2001,9780192851383
1758,14-12-2001,9780195639858
1759,14-12-2001,9780199536450
1760,14-12-2001,192854070
1761,14-12-2001,9780192854513
1762,14-12-2001,9780192853592
1763,14-12-2001,192854054
1764,14-12-2001,9780192854117
1765,18-12-2001,3540761225
1766,18-12-2001,3540761802
1767,18-12-2001,185233472X
1773,19-12-2001,067400647X
1774,19-12-2001,9780674006294
1775,19-12-2001,9780674006775
1776,19-12-2001,8126501731
1777,19-12-2001,9780471486435
1783,19-12-2001,8120311299
1784,19-12-2001,8120330307
1786,26-12-2001,9780074637890
1789,26-12-2001,9780226750194
1790,26-12-2001,9780226750217
1792,26-12-2001,9780226458069
1793,26-12-2001,9780226470818
1803,26-12-2001,9780471498261
1804,26-12-2001,8176351865
1805,26-12-2001,8187105615
1807,29-12-2001,9780521566476
1808,29-12-2001,9780521575508
1809,29-12-2001,9780521794893
1810,29-12-2001,9780521477376
1812,29-12-2001,9780521565417
1813,29-12-2001,9780521625081
1814,29-12-2001,9780521427081
1815,29-12-2001,521469341
1816,29-12-2001,9780521456609
1817,29-12-2001,9780521662239
1818,29-12-2001,9780521786751
1819,29-12-2001,9780521638982
1820,29-12-2001,521798426
1821,29-12-2001,9780816622351
1822,29-12-2001,9780816616114
1823,29-12-2001,521653770
1824,29-12-2001,052143775X
1825,29-12-2001,9780521439619
1826,29-12-2001,9780521467629
1827,29-12-2001,9780521427067
1828,29-12-2001,8175960655
1829,29-12-2001,9780521645843
1830,29-12-2001,9780521457309
1831,29-12-2001,9780521457279
1832,28-02-2001,9780521437769
1833,29-12-2001,9780521568241
1834,29-12-2001,8175960744
1836,29-12-2001,521563194
1837,29-12-2001,9780521658195
1838,29-12-2001,8185015821
1844,29-12-2001,9780192853868
1845,19-12-2001,9780192853875
1846,29-12-2001,9780192853882
1847,29-12-2001,9780192854124
1848,29-12-2001,9780520222359
1849,31-12-2001,1859841058
1850,12-03-2001,1859841643
1851,31-12-2001,9781859841464
1852,31-12-2001,1859841074
1853,31-12-2001,1859843492
1854,31-12-2001,8178530422
1855,13-12-2001,8178240254
1856,14-12-2001,8178240076
1861,01-08-2002,8125008438
1862,01-08-2002,9780863116315
1863,01-08-2002,9780262024921
1864,01-08-2002,9780262561549
1865,01-08-2002,9780262042000
1867,01-08-2002,8120311906
1870,01-08-2002,8120315456
1871,01-08-2002,8120315278
1872,01-08-2002,9780766809642
1874,01-08-2002,053495216X
1875,01-08-2002,534366910
1878,01-08-2002,766811336
1880,01-08-2002,324066503
1881,01-08-2002,9780860915423
1882,01-08-2002,9780674657618
1883,01-08-2002,9780674792913
1884,01-09-2002,1859841511
1885,01-09-2002,1859841821
1886,01-09-2002,1859842593
1887,01-09-2002,9780860916178
1888,01-09-2002,9780860915911
1890,01-09-2002,9780231079884
1891,01-09-2002,9780860916468
1892,01-09-2001,1859848982
1893,01-09-2002,9780387909929
1894,01-09-2002,9780387982595
1895,01-09-2002,354097976X
1896,01-09-2002,1852330155
1897,01-09-2002,1852333146
1898,01-09-2002,9780387986982
1899,01-09-2002,9780387989327
1900,01-09-2002,9783642142789
1901,01-09-2002,3540633693
1902,01-09-2002,9780387942001
1903,01-09-2002,9783540636984
1904,01-09-2002,387986847
1905,01-09-2002,047129585X
1906,01-09-2002,019500714X
1907,01-09-2002,9780071210287
1908,01-09-2002,9780070722064
1909,01-09-2002,9780070850088
1910,01-09-2002,9780073051949
1911,01-09-2002,9780070380844
1912,01-09-2002,9780132279352
1913,01-09-2002,8178080168
1914,01-09-2002,8178081288
1915,01-09-2002,8178085585
1916,01-09-2002,9780345358790
1917,01-09-2002,9780345303066
1918,01-09-2002,9780345331359
1919,01-09-2002,9780345336897
1920,11-09-2001,9780345421180
1921,01-09-2001,9780345346292
1922,01-09-2002,553404881
1923,01-09-2002,9780553286588
1924,01-09-2002,9780553287899
1925,01-09-2002,9780553573336
1926,01-09-2002,553293370
1927,01-09-2002,9780553293388
1928,11-09-2002,9780553278392
1929,01-09-2002,9780553568714
1930,01-09-2002,9780072124422
1931,01-09-2002,9780195101065
1932,01-09-2002,415915597
1933,01-09-2002,9780415908498
1934,01-09-2002,9780415220910
1945,01-09-2002,9781531839826
1946,01-09-2002,1861970013
1947,01-09-2002,1861972830
1948,01-09-2002,8185617600
1949,01-09-2002,8185617694
1952,01-09-2002,8176490881
1953,01-12-2002,9780070411838
1954,01-12-2002,9780446525688
1955,01-12-2002,9780761993117
1956,01-12-2002,803991533
1957,01-12-2002,076199422X
1958,01-12-2002,9780761965473
1959,01-12-2002,761994459
1960,01-12-2002,8170365422
1961,01-12-2002,8170361028
1962,01-12-2002,8170366925
1963,01-12-2002,9780761994206
1964,01-12-2002,9780803993020
1965,01-12-2001,8170364140
1966,15-01-2002,8170364906
1967,01-12-2002,8170365260
1972,01-12-2002,9780761993834
1973,01-12-2002,817036616X
1974,01-12-2002,8170369525
1975,16-01-2002,9780141006673
1976,16-01-2002,9788178810287
1977,16-01-2002,8178810379
1978,17-01-2002,471497932
1979,17-01-2002,9780470841372
1980,17-01-2002,9780471988007
1981,17-01-2002,9780706918465
1984,17-01-2002,9780818683985
1985,17-01-2002,9780818683008
1986,17-01-2002,817033652X
1987,17-01-2002,8170336627
1988,17-01-2002,9780070472426
1989,17-01-2002,9780074633090
1990,17-01-2002,9780078824746
1991,17-01-2002,9780078824333
1992,17-01-2002,8178082349
1993,17-01-2002,9788178085401
1994,17-11-2001,9780130843173
1996,17-01-2002,139601627
1998,17-01-2002,020175603X
1999,17-01-2002,817808001X
2001,17-01-2002,9780415916042
2002,17-01-2002,9780415926072
2003,17-01-2002,9780415095266
2004,17-01-2002,9780077103934
2005,17-01-2002,9780674006577
2006,19-01-2002,041525132X
2007,19-01-2002,9780415265942
2008,19-01-2002,415040310
2009,19-01-2002,415051347
2010,19-01-2002,9780566082764
2011,19-01-2002,9780745620114
2013,19-01-2002,9780393310344
2014,19-01-2002,9780262194648
2015,19-01-2002,9780415128094
2016,19-01-2002,9780415051828
2017,19-01-2002,041523963X
2018,19-11-2002,9780415236966
2019,19-01-2002,521010772
2020,19-01-2002,9780521785808
2021,19-02-2002,9780192842213
2023,19-01-2002,9780192835130
2025,19-01-2002,019825055X
2026,21-01-2002,9780201767179
2033,22-01-2002,9780074630907
2036,22-01-2002,9780470202404
2039,22-01-2002,9780070944527
2040,23-01-2002,067400311X
2041,23-01-2002,9780262133982
2042,23-11-2002,1890951242
2043,23-01-2002,9780674043237
2044,23-01-2002,745603866
2045,23-01-2002,9780745606095
2046,23-01-2002,9780435823818
2047,24-01-2002,817366286X
2048,24-01-2002,8173662509
2049,24-01-2002,8173660603
2050,24-01-2002,8173662541
2051,24-01-2002,8173660271
2052,24-01-2002,8173661162
2053,24-01-2002,8173662517
2054,24-01-2002,8173660662
2055,24-01-2002,8173660751
2056,24-01-2002,8173661278
2057,24-01-2002,8173660794
2058,24-01-2002,8173660336
2059,24-01-2002,8173661316
2060,24-01-2002,8173661332
2061,24-01-2001,8173660972
2062,24-01-2002,8173660891
2063,24-01-2002,8173660778
2064,24-01-2002,8173663580
2065,24-01-2001,817366207X
2066,24-01-2002,8173663610
2067,24-01-2002,8173662983
2068,24-01-2002,8173663807
2072,25-01-2002,792386043
2073,25-01-2002,9780792379201
2074,25-01-2002,9780792377962
2075,25-01-2002,9780792379508
2076,25-01-2002,9780306457531
2077,25-01-2002,9780306462672
2078,25-11-2002,9780792373490
2079,25-01-2002,9780306466083
2080,29-01-2002,9780262541329
2081,29-01-2002,9780262731423
2082,29-01-2002,9780262632461
2083,29-01-2002,9780262511278
2084,19-01-2002,9780262731447
2085,19-01-2002,9780262561464
2086,29-01-2002,9780262523172
2088,29-01-2002,9780262024976
2089,29-01-2002,9780262182140
2090,29-01-2002,9780262041966
2091,29-01-2002,026273141X
2092,29-01-2002,262561417
2093,29-01-2002,9780262082983
2094,29-01-2002,9780415045469
2095,29-01-2002,201711613
2096,29-01-2002,9780201708530
2097,29-01-2002,9780201432893
2098,29-01-2002,9780201708516
2099,30-01-2002,9780792372462
2100,30-01-2002,9780792379911
2101,30-01-2002,9780792372790
2102,30-01-2002,792373685
2103,30-01-2002,9780792377665
2104,30-01-2002,079237858X
2105,30-01-2002,9780792385585
2106,30-01-2002,9780792386797
2107,30-01-2002,079237407X
2108,30-01-2002,9780792377627
2109,30-01-2002,9780674005952
2110,30-01-2002,9780471321835
2111,30-01-2002,9780471318521
2112,30-01-2002,9780471355441
2113,30-01-2002,9780471396970
2114,30-01-2002,8173662363
2115,30-01-2002,8173661391
2116,30-01-2002,8173662924
2117,30-01-2002,8173660581
2118,30-01-2002,817366370X
2119,30-01-2002,8173663262
2120,30-01-2002,8173663661
2121,30-01-2002,8173660565
2122,30-01-2002,8173662711
2123,30-01-2002,8173663149
2124,30-01-2002,817366319X
2125,30-01-2002,079238542X
2126,30-01-2002,9780792384878
2127,30-01-2002,079237925X
2128,30-01-2002,9783540647331
2129,30-01-2002,9783540661566
2130,30-01-2002,1852330325
2132,30-01-2002,1852330716
2135,30-01-2002,8171546552
2136,30-01-2002,9780195631876
2137,30-01-2002,130814040
2138,30-01-2002,130126411
2139,30-01-2002,9788131714690
2140,30-01-2002,139075518
2141,31-01-2002,9780132700429
2142,31-01-2002,9780471407348
2143,31-01-2002,9780471531456
2144,18-01-2002,9780471496946
2145,31-01-2002,471127043
2146,31-01-2002,9780201657586
2147,31-01-2002,201433192
2148,31-01-2002,9780201177893
2149,31-01-2002,9812359036
2150,31-01-2002,8178085321
2151,31-01-2002,9780192876942
2152,31-01-2002,9780192861948
2153,16-01-2002,192860925
2154,31-01-2002,9780192800183
2156,02-08-2002,041515281X
2157,02-08-2002,9781474243711
2158,02-08-2002,9780415194853
2159,02-08-2002,9780485006001
2160,02-08-2002,9780415196796
2161,02-08-2002,9780415247788
2162,02-08-2002,9780415215138
2163,02-08-2002,9780415234962
2164,02-08-2002,9780415196482
2166,02-08-2002,9780072121469
2168,02-08-2002,140250581
2169,02-08-2002,6578511895
2170,12-02-2002,8120319370
2171,02-08-2002,8120317858
2172,02-08-2002,8120318811
2173,02-08-2002,8120312449
2174,02-08-2002,9780471973881
2175,02-08-2002,8170491193
2176,02-08-2002,9780769500492
2177,08-02-2002,9780818687013
2178,02-08-2002,9780769501000
2179,02-08-2002,9780769502991
2180,08-02-2002,9780818685200
2181,08-02-2002,9780769505503
2182,02-08-2002,9780071169004
2183,02-12-2002,745604595
2184,02-12-2002,9780415065696
2185,02-12-2002,069105018X
2186,02-12-2002,9780691057521
2187,02-12-2002,9780262140652
2188,02-12-2002,9780262720212
2189,02-12-2002,262540568
2190,02-12-2002,041507892X
2191,02-12-2002,094229937X
2192,02-12-2002,9780300042078
2193,02-12-2002,9780631116417
2194,02-12-2002,9780631125051
2195,02-12-2002,9780631095804
2196,02-12-2002,9780631169406
2197,02-12-2002,9780631130611
2198,12-12-2001,9780631175667
2199,02-12-2002,9780631124993
2200,12-12-2002,9780631203230
2201,02-12-2002,9780631214212
2202,02-12-2002,9780472064304
2203,02-12-2002,9780822322139
2204,02-12-2002,9780415045377
2205,02-12-2002,9780521555289
2206,02-12-2002,9780521456258
2207,02-12-2002,9780521583824
2208,02-12-2002,8175960248
2209,02-12-2002,9780521783033
2210,02-12-2002,9780521599399
2211,13-02-2002,9780415228633
2212,13-02-2002,013028419X
2218,13-02-2002,201612488
2219,13-02-2002,9812359214
2220,13-02-2002,078034815X
2221,13-02-2002,9780769502229
2222,13-02-2002,9780769505565
2223,16-02-2002,1859841848
2224,16-02-2002,9780674463677
2225,16-02-2002,9780201309591
2226,16-02-2002,8120317696
2227,16-02-2002,8120319125
2228,16-02-2002,8120319397
2229,16-02-2002,9788120318564
2230,16-02-2002,8120318579
2231,16-02-2002,817808242X
2232,16-02-2002,8178081733
2233,16-02-2002,9788178082578
2234,16-02-2002,8178085062
2235,16-02-2002,8178084996
2236,16-02-2002,3540660615
2237,16-02-2002,038795225X
2238,16-02-2002,3540654453
2239,16-02-2002,130811548
2240,16-02-2002,534378633
2241,16-02-2002,9780534373887
2242,16-02-2002,9780534379995
2243,16-02-2002,9780745611044
2244,16-02-2002,9780745616391
2245,16-02-2002,9780745614120
2246,16-02-2002,9780262582131
2247,16-02-2002,9780226733616
2248,16-02-2002,9780226733586
2249,16-02-2002,9780226733692
2250,16-02-2002,1852334339
2251,16-02-2002,9781846282669
2252,18-02-2002,9780201657593
2253,18-02-2002,9780201593716
2254,18-02-2002,9780201700640
2255,18-02-2002,201657899
2256,18-02-2002,9780201184624
2257,18-02-2002,9780201704570
2258,18-02-2002,8178082926
2259,18-02-2002,8176354236
2260,18-02-2002,8178084872
2261,18-02-2002,9780521796781
2262,18-02-2002,9812400923
2263,18-02-2002,9780534252793
2264,18-02-2002,9780006369530
2265,18-02-2002,9780006540274
2266,18-02-2002,6387845
2267,18-02-2002,8178084899
2273,18-02-2002,9780674324497
2274,18-02-2002,8120301498
2276,21-02-2002,052146773X
2280,21-02-2002,9780553277470
2281,21-02-2002,9780471384328
2282,21-02-2002,9780553406634
2283,21-02-2002,8120309588
2285,21-02-2002,8120316827
2290,21-02-2002,8120307208
2293,21-02-2002,8120308158
2294,26-02-2002,9780201325706
2295,26-02-2002,9780231123150
2296,26-02-2002,9780201432985
2297,26-02-2002,186197180X
2298,26-02-2002,1861970218
2299,26-02-2002,1861372563
2300,26-02-2002,186197020X
2301,26-02-2002,1861970803
2302,26-02-2002,1861972059
2303,26-02-2002,1861971753
2304,26-02-2002,1861972555
2305,26-02-2002,9780792378228
2306,26-02-2002,9780792379850
2307,26-02-2002,079237262X
2308,26-02-2002,079237293X
2309,26-02-2002,9789044001112
2310,26-02-2002,9780792373872
2311,26-02-2002,3527283285
2312,26-02-2002,020135747X
2313,26-02-2002,8173662886
2314,26-02-2002,8173663620
2315,26-02-2002,8173660557
2316,26-02-2002,8173662312
2317,26-02-2002,8173662819
2318,26-02-2002,8173664120
2319,26-02-2002,817366109X
2320,26-02-2002,8173660573
2321,26-02-2002,8173660247
2322,26-02-2002,8173661057
2323,26-02-2002,8173663602
2324,26-02-2002,8173663270
2325,26-02-2002,387984135
2327,26-02-2002,9780803933064
2330,26-02-2002,9780314225764
2335,26-02-2002,9780324025378
2338,26-02-2002,020161247X
2339,26-02-2002,9780201721638
2340,26-02-2002,9780201616477
2341,26-02-2002,201708507
2342,26-02-2002,201616351
2343,26-02-2002,9780201177671
